,image_name,group_id,group_start_frame_idx,frame_idx,left_most_column,right_most_column,left_most_index,right_most_index
11,content\data\images\10H-20L\image_group_28_frame_2954.0.jpg,28,2628.0,2954.0,798,1235,6,1
0,content\data\images\10H-20L\image_group_29_frame_2997.0.jpg,29,2961.0,2997.0,688,1151,0,6
1,content\data\images\10H-20L\image_group_29_frame_2998.0.jpg,29,2961.0,2998.0,906,1233,6,5
2,content\data\images\10H-20L\image_group_29_frame_2999.0.jpg,29,2961.0,2999.0,688,1149,1,7
3,content\data\images\10H-20L\image_group_29_frame_3000.0.jpg,29,2961.0,3000.0,906,1233,7,4
4,content\data\images\10H-20L\image_group_29_frame_3001.0.jpg,29,2961.0,3001.0,688,1147,2,8
5,content\data\images\10H-20L\image_group_29_frame_3002.0.jpg,29,2961.0,3002.0,906,1233,8,3
6,content\data\images\10H-20L\image_group_29_frame_3003.0.jpg,29,2961.0,3003.0,688,1145,3,9
7,content\data\images\10H-20L\image_group_29_frame_3004.0.jpg,29,2961.0,3004.0,906,1233,9,2
8,content\data\images\10H-20L\image_group_29_frame_3005.0.jpg,29,2961.0,3005.0,688,1143,4,10
9,content\data\images\10H-20L\image_group_29_frame_3006.0.jpg,29,2961.0,3006.0,906,1233,10,1
10,content\data\images\10H-20L\image_group_29_frame_3007.0.jpg,29,2961.0,3007.0,688,1141,5,11
11,content\data\images\10H-20L\image_group_29_frame_3008.0.jpg,29,2961.0,3008.0,906,1233,11,0
0,content\data\images\10H-20L\image_group_30_frame_3051.0.jpg,30,3015.0,3051.0,786,1233,6,5
1,content\data\images\10H-20L\image_group_30_frame_3053.0.jpg,30,3015.0,3053.0,693,1233,5,4
2,content\data\images\10H-20L\image_group_30_frame_3055.0.jpg,30,3015.0,3055.0,692,1233,0,3
3,content\data\images\10H-20L\image_group_30_frame_3057.0.jpg,30,3015.0,3057.0,692,1233,1,2
4,content\data\images\10H-20L\image_group_30_frame_3059.0.jpg,30,3015.0,3059.0,692,1233,2,1
5,content\data\images\10H-20L\image_group_30_frame_3061.0.jpg,30,3015.0,3061.0,692,1233,3,0
6,content\data\images\10H-20L\image_group_30_frame_3063.0.jpg,30,3015.0,3063.0,692,907,4,6
0,content\data\images\10H-20L\image_group_31_frame_3105.0.jpg,31,3069.0,3105.0,906,1233,6,5
